_id,timestamp,actor,verb,object,result
69400d0a5618e992e64aa81b,2025-12-15T13:26:44.9350000Z,BE6C5EAE,completed,,"{""success"":true,""extensions"":{""https://spy&46;lip6&46;fr/xapi/extensions/score"":[""5499""]}}"
69400cc3ef9603927cded280,2025-12-15T13:26:39.5040000Z,BE6C5EAE,interacted,,
69400cc3ef9603927cded281,2025-12-15T13:26:39.5040000Z,BE6C5EAE,executed,,
69400cc3ef9603927cded27f,2025-12-15T13:26:37.5620000Z,BE6C5EAE,deleted,,
69400cc3ef9603927cded27e,2025-12-15T13:26:31.3770000Z,BE6C5EAE,deleted,,
69400cc3ef9603927cded27d,2025-12-15T13:26:27.1060000Z,BE6C5EAE,interacted,,
69400cc3ef9603927cded27c,2025-12-15T13:26:25.7560000Z,BE6C5EAE,interacted,,
69400cc3ef9603927cded27b,2025-12-15T13:26:19.5710000Z,BE6C5EAE,inserted,,
69400cc3ef9603927cded27a,2025-12-15T13:26:18.4220000Z,BE6C5EAE,deleted,,
69400c885618e992e64aa796,2025-12-15T13:25:43.8030000Z,BE6C5EAE,closed,,
69400c885618e992e64aa795,2025-12-15T13:25:42.8190000Z,BE6C5EAE,interacted,,
69400c885618e992e64aa794,2025-12-15T13:25:41.8120000Z,BE6C5EAE,interacted,,
69400c885618e992e64aa793,2025-12-15T13:25:39.1300000Z,BE6C5EAE,opened,,
69400c885618e992e64aa792,2025-12-15T13:25:38.9650000Z,BE6C5EAE,launched,,
69400c885618e992e64aa791,2025-12-15T13:25:38.7290000Z,BE6C5EAE,exited,,
69400d0aef9603927cded2c3,2025-12-15T13:25:35.9770000Z,BE6C5EAE,completed,,"{""success"":true,""extensions"":{""https://spy&46;lip6&46;fr/xapi/extensions/score"":[""4875""]}}"
69400cb65618e992e64aa7fc,2025-12-15T13:25:28.6570000Z,BE6C5EAE,interacted,,
69400cb65618e992e64aa7fd,2025-12-15T13:25:28.6570000Z,BE6C5EAE,executed,,
69400cb65618e992e64aa7fb,2025-12-15T13:25:26.5480000Z,BE6C5EAE,inserted,,
69400cb65618e992e64aa7fa,2025-12-15T13:25:24.3670000Z,BE6C5EAE,inserted,,
69400cb65618e992e64aa7f9,2025-12-15T13:25:21.4880000Z,BE6C5EAE,inserted,,
69400cb65618e992e64aa7f8,2025-12-15T13:25:19.3200000Z,BE6C5EAE,inserted,,
69400cb65618e992e64aa7f7,2025-12-15T13:25:17.2970000Z,BE6C5EAE,inserted,,
69400cb65618e992e64aa7f6,2025-12-15T13:25:15.0610000Z,BE6C5EAE,inserted,,
69400cb65618e992e64aa7f5,2025-12-15T13:25:11.0980000Z,BE6C5EAE,inserted,,
69400cb65618e992e64aa7f4,2025-12-15T13:25:08.1550000Z,BE6C5EAE,closed,,
69400cb65618e992e64aa7f3,2025-12-15T13:25:05.6530000Z,BE6C5EAE,interacted,,
69400cb65618e992e64aa7f2,2025-12-15T13:25:04.4000000Z,BE6C5EAE,interacted,,
69400cb65618e992e64aa7f1,2025-12-15T13:25:01.7010000Z,BE6C5EAE,opened,,
69400cb65618e992e64aa7f0,2025-12-15T13:25:01.5580000Z,BE6C5EAE,launched,,
69400cb65618e992e64aa7ef,2025-12-15T13:25:01.3350000Z,BE6C5EAE,exited,,
69400c965618e992e64aa797,2025-12-15T13:24:59.0440000Z,BE6C5EAE,completed,,"{""success"":true,""extensions"":{""https://spy&46;lip6&46;fr/xapi/extensions/score"":[""9875""]}}"
69400cceef9603927cded297,2025-12-15T13:24:51.7120000Z,BE6C5EAE,executed,,
69400cceef9603927cded296,2025-12-15T13:24:48.1920000Z,BE6C5EAE,deleted,,
69400cceef9603927cded295,2025-12-15T13:24:45.9600000Z,BE6C5EAE,inserted,,
69400cceef9603927cded294,2025-12-15T13:24:44.6450000Z,BE6C5EAE,deleted,,
69400cceef9603927cded293,2025-12-15T13:24:37.1180000Z,BE6C5EAE,inserted,,
69400cceef9603927cded292,2025-12-15T13:24:18.8490000Z,BE6C5EAE,deleted,,
69400cceef9603927cded291,2025-12-15T13:24:08.3590000Z,BE6C5EAE,launched,,
69400cceef9603927cded290,2025-12-15T13:24:08.1230000Z,BE6C5EAE,exited,,
69400c2c5618e992e64aa768,2025-12-15T13:23:59.8390000Z,BE6C5EAE,completed,,"{""success"":true,""extensions"":{""https://spy&46;lip6&46;fr/xapi/extensions/score"":[""9666""]}}"
69400c3eef9603927cded256,2025-12-15T13:23:47.7040000Z,BE6C5EAE,executed,,
69400c3eef9603927cded255,2025-12-15T13:23:45.9230000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded254,2025-12-15T13:23:43.7610000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded253,2025-12-15T13:23:41.6530000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded252,2025-12-15T13:23:39.6740000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded251,2025-12-15T13:23:37.5180000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded250,2025-12-15T13:23:33.3720000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded24f,2025-12-15T13:23:30.8050000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded24e,2025-12-15T13:23:28.8730000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded24d,2025-12-15T13:23:26.4040000Z,BE6C5EAE,cleaned,,
69400c3eef9603927cded24c,2025-12-15T13:23:17.8520000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded24b,2025-12-15T13:23:11.0010000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded24a,2025-12-15T13:23:02.1240000Z,BE6C5EAE,launched,,
69400c3eef9603927cded249,2025-12-15T13:23:01.8860000Z,BE6C5EAE,exited,,
69400c3eef9603927cded248,2025-12-15T13:22:46.9730000Z,BE6C5EAE,executed,,
69400c3eef9603927cded247,2025-12-15T13:22:43.0000000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded246,2025-12-15T13:22:40.7020000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded245,2025-12-15T13:22:38.0970000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded244,2025-12-15T13:22:35.9760000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded243,2025-12-15T13:22:33.3440000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded242,2025-12-15T13:22:31.4290000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded241,2025-12-15T13:22:29.5540000Z,BE6C5EAE,inserted,,
69400c3eef9603927cded240,2025-12-15T13:22:25.6420000Z,BE6C5EAE,launched,,
69400c3eef9603927cded23f,2025-12-15T13:22:25.4190000Z,BE6C5EAE,exited,,
69400bb6ef9603927cded1f4,2025-12-15T13:22:22.3940000Z,BE6C5EAE,completed,,"{""success"":true,""extensions"":{""https://spy&46;lip6&46;fr/xapi/extensions/score"":[""10499""]}}"
69400bb55618e992e64aa712,2025-12-15T13:22:17.1110000Z,BE6C5EAE,executed,,
69400bb55618e992e64aa711,2025-12-15T13:22:14.3150000Z,BE6C5EAE,inserted,,
69400bb55618e992e64aa710,2025-12-15T13:22:12.3260000Z,BE6C5EAE,inserted,,
69400bb55618e992e64aa70f,2025-12-15T13:22:10.5580000Z,BE6C5EAE,inserted,,
69400bb55618e992e64aa70e,2025-12-15T13:22:08.5630000Z,BE6C5EAE,inserted,,
69400bb55618e992e64aa70d,2025-12-15T13:22:06.5760000Z,BE6C5EAE,inserted,,
69400bb55618e992e64aa70c,2025-12-15T13:22:03.8280000Z,BE6C5EAE,closed,,
69400bb55618e992e64aa70b,2025-12-15T13:22:00.5950000Z,BE6C5EAE,opened,,
69400bb55618e992e64aa70a,2025-12-15T13:22:00.3980000Z,BE6C5EAE,launched,,
69400bb55618e992e64aa709,2025-12-15T13:22:00.1790000Z,BE6C5EAE,exited,,
69400b9eef9603927cded1e4,2025-12-15T13:21:58.6120000Z,BE6C5EAE,completed,,"{""success"":true,""extensions"":{""https://spy&46;lip6&46;fr/xapi/extensions/score"":[""11750""]}}"
69400b9e5618e992e64aa708,2025-12-15T13:21:55.3780000Z,BE6C5EAE,executed,,
69400b9e5618e992e64aa707,2025-12-15T13:21:53.7900000Z,BE6C5EAE,inserted,,
69400b9e5618e992e64aa706,2025-12-15T13:21:52.0050000Z,BE6C5EAE,inserted,,
69400b9e5618e992e64aa705,2025-12-15T13:21:49.2880000Z,BE6C5EAE,interacted,,
69400b9e5618e992e64aa704,2025-12-15T13:21:48.0330000Z,BE6C5EAE,interacted,,
69400b9e5618e992e64aa703,2025-12-15T13:21:44.8160000Z,BE6C5EAE,launched,,
69400b9e5618e992e64aa702,2025-12-15T13:21:44.6050000Z,BE6C5EAE,exited,,
69400b8fef9603927cded1dd,2025-12-15T13:21:42.4950000Z,BE6C5EAE,completed,,"{""success"":true,""extensions"":{""https://spy&46;lip6&46;fr/xapi/extensions/score"":[""12999""]}}"
69400b8fef9603927cded1e2,2025-12-15T13:21:40.2920000Z,BE6C5EAE,executed,,
69400b8fef9603927cded1e1,2025-12-15T13:21:38.0920000Z,BE6C5EAE,inserted,,
69400b8fef9603927cded1e0,2025-12-15T13:21:35.9600000Z,BE6C5EAE,inserted,,
69400b8fef9603927cded1df,2025-12-15T13:21:33.1110000Z,BE6C5EAE,launched,,
69400b8fef9603927cded1de,2025-12-15T13:21:32.8930000Z,BE6C5EAE,exited,,
69400b80ef9603927cded1cd,2025-12-15T13:21:31.0090000Z,BE6C5EAE,completed,,"{""success"":true,""extensions"":{""https://spy&46;lip6&46;fr/xapi/extensions/score"":[""15500""]}}"
69400b805618e992e64aa6f7,2025-12-15T13:21:29.8480000Z,BE6C5EAE,executed,,
69400b805618e992e64aa6f6,2025-12-15T13:21:27.4730000Z,BE6C5EAE,inserted,,
69400b805618e992e64aa6f5,2025-12-15T13:21:24.9460000Z,BE6C5EAE,closed,,
69400b805618e992e64aa6f4,2025-12-15T13:21:22.5360000Z,BE6C5EAE,opened,,
69400b805618e992e64aa6f3,2025-12-15T13:21:22.0450000Z,BE6C5EAE,launched,,
69400b805618e992e64aa6f2,2025-12-15T13:21:06.8650000Z,BE6C5EAE,exited,,
69400b64ef9603927cded1ba,2025-12-15T13:21:04.1530000Z,BE6C5EAE,completed,,"{""success"":true,""extensions"":{""https://spy&46;lip6&46;fr/xapi/extensions/score"":[""10500""]}}"
69400b645618e992e64aa6f1,2025-12-15T13:21:02.9630000Z,BE6C5EAE,executed,,
69400b645618e992e64aa6f0,2025-12-15T13:20:59.6510000Z,BE6C5EAE,inserted,,
69400b645618e992e64aa6ef,2025-12-15T13:20:55.8060000Z,BE6C5EAE,closed,,
69400b645618e992e64aa6ee,2025-12-15T13:20:55.0260000Z,BE6C5EAE,interacted,,
69400b645618e992e64aa6ed,2025-12-15T13:20:54.2390000Z,BE6C5EAE,interacted,,
69400b645618e992e64aa6ec,2025-12-15T13:20:53.4730000Z,BE6C5EAE,interacted,,
69400b645618e992e64aa6eb,2025-12-15T13:20:53.2190000Z,BE6C5EAE,interacted,,
69400b645618e992e64aa6ea,2025-12-15T13:20:53.0860000Z,BE6C5EAE,interacted,,
69400b645618e992e64aa6e9,2025-12-15T13:20:50.8380000Z,BE6C5EAE,opened,,
69400b645618e992e64aa6e8,2025-12-15T13:20:50.2820000Z,BE6C5EAE,closed,,
69400b645618e992e64aa6e7,2025-12-15T13:20:49.6110000Z,BE6C5EAE,interacted,,
69400b645618e992e64aa6e6,2025-12-15T13:20:48.7410000Z,BE6C5EAE,interacted,,
69400b645618e992e64aa6e5,2025-12-15T13:20:47.9060000Z,BE6C5EAE,interacted,,
69400b645618e992e64aa6e4,2025-12-15T13:20:41.7880000Z,BE6C5EAE,interacted,,
69400b645618e992e64aa6e3,2025-12-15T13:20:39.9620000Z,BE6C5EAE,interacted,,
69400b645618e992e64aa6e2,2025-12-15T13:20:30.1870000Z,BE6C5EAE,opened,,
69400b645618e992e64aa6e1,2025-12-15T13:20:29.7080000Z,BE6C5EAE,launched,,