filename,latitude,longitude,biogeographicalRegion,region,elevation
0-3815472308.JPG,55.753478,12.529359,continental,Hovedstaden,197
0-3909138603.JPG,56.209763,10.686078,continental,Midtjylland,0
0-3916269701.JPG,56.160425,10.195531,continental,Midtjylland,33
1-3916269701.JPG,56.160425,10.195531,continental,Midtjylland,33
2-3916269701.JPG,56.160425,10.195531,continental,Midtjylland,33
0-3944342725.JPG,55.15336,8.55457,atlantic,Syddanmark,45
0-3916267571.JPG,55.438964,8.393511,atlantic,Syddanmark,0
1-3916267571.JPG,55.438964,8.393511,atlantic,Syddanmark,0
2-3916267571.JPG,55.438964,8.393511,atlantic,Syddanmark,0
0-3922624806.JPG,55.942874,12.266035,continental,Hovedstaden,133
1-3922624806.JPG,55.942874,12.266035,continental,Hovedstaden,133
2-3922624806.JPG,55.942874,12.266035,continental,Hovedstaden,133
0-3968580524.JPG,54.739222,11.539503,continental,Sjælland,226
1-3968580524.JPG,54.739222,11.539503,continental,Sjælland,226
0-3909138433.JPG,55.473847,12.161611,continental,Sjælland,15
1-3909138433.JPG,55.473847,12.161611,continental,Sjælland,15
2-3909138433.JPG,55.473847,12.161611,continental,Sjælland,15
0-3909143421.JPG,56.389218,10.168138,continental,Midtjylland,10
1-3909143421.JPG,56.389218,10.168138,continental,Midtjylland,10
0-3913254509.JPG,55.039379,10.533967,continental,Syddanmark,0
1-3913254509.JPG,55.039379,10.533967,continental,Syddanmark,0
3-3913254509.JPG,55.039379,10.533967,continental,Syddanmark,0
0-4100091463.JPG,55.623961,11.665809,continental,Sjælland,0
1-4100091463.JPG,55.623961,11.665809,continental,Sjælland,0
2-4100091463.JPG,55.623961,11.665809,continental,Sjælland,0
3-4100091463.JPG,55.623961,11.665809,continental,Sjælland,0
0-3944343578.JPG,56.488963,9.81895,continental,Midtjylland,18
1-3944343578.JPG,56.488963,9.81895,continental,Midtjylland,18
3-3944343578.JPG,56.488963,9.81895,continental,Midtjylland,18
4-3944343578.JPG,56.488963,9.81895,continental,Midtjylland,18
0-3944341894.JPG,54.562097,11.964245,continental,Sjælland,304
0-3964842584.JPG,56.281438,9.704125,continental,Midtjylland,7
0-3795095304.JPG,55.692336,12.102005,continental,Sjælland,123
1-3795095304.JPG,55.692336,12.102005,continental,Sjælland,123
2-3795095304.JPG,55.692336,12.102005,continental,Sjælland,123
3-3795095304.JPG,55.692336,12.102005,continental,Sjælland,123
0-3863490320.JPG,56.485081,8.52582,atlantic,Midtjylland,10
1-3863490320.JPG,56.485081,8.52582,atlantic,Midtjylland,10
2-3863490320.JPG,56.485081,8.52582,atlantic,Midtjylland,10
0-3899714357.JPG,57.025624,9.941131,continental,Nordjylland,15
1-3899714357.JPG,57.025624,9.941131,continental,Nordjylland,15
0-3913250719.JPG,55.214406,11.579575,continental,Sjælland,44
1-3913250719.JPG,55.214406,11.579575,continental,Sjælland,44
2-3913250719.JPG,55.214406,11.579575,continental,Sjælland,44
3-3913250719.JPG,55.214406,11.579575,continental,Sjælland,44
0-3913251736.JPG,55.760274,12.50706,continental,Hovedstaden,127
0-3922621824.JPG,55.661821,13.543432,continental,Skåne,281
1-3944340347.JPG,55.948344,12.300585,continental,Hovedstaden,138
3-3944340347.JPG,55.948344,12.300585,continental,Hovedstaden,138
1-3964844581.JPG,55.719566,9.468272,continental,Syddanmark,0
2-3964844581.JPG,55.719566,9.468272,continental,Syddanmark,0
0-3803331319.JPG,55.110347,10.889829,continental,Syddanmark,0
0-3819302309.JPG,54.809775,12.06155,continental,Sjælland,377
1-3819302309.JPG,54.809775,12.06155,continental,Sjælland,377
2-3819302309.JPG,54.809775,12.06155,continental,Sjælland,377
0-3913248406.JPG,55.746091,12.532695,continental,Hovedstaden,156
1-3913248406.JPG,55.746091,12.532695,continental,Hovedstaden,156
0-4100089473.JPG,55.425909,10.43734,continental,Syddanmark,0
0-3944342418.JPG,56.526651,8.742829,atlantic,Midtjylland,34
0-3968580387.JPG,55.22568,11.815783,continental,Sjælland,0
1-3968580387.JPG,55.22568,11.815783,continental,Sjælland,0
2-3968580387.JPG,55.22568,11.815783,continental,Sjælland,0
3-3968580387.JPG,55.22568,11.815783,continental,Sjælland,0
4-3968580387.JPG,55.22568,11.815783,continental,Sjælland,0
0-3806901316.JPG,55.674614,12.61385,continental,Hovedstaden,185
0-3909139350.JPG,57.239405,11.00493,continental,Nordjylland,0
0-3909141539.JPG,55.738697,12.433551,continental,Hovedstaden,147
0-3916265340.JPG,55.73695,12.467279,continental,Hovedstaden,152
0-3964846477.JPG,55.77607,12.562138,continental,Hovedstaden,174
1-3964846477.JPG,55.77607,12.562138,continental,Hovedstaden,174
0-3909141361.JPG,56.260772,10.343845,continental,Midtjylland,17
1-3909141361.JPG,56.260772,10.343845,continental,Midtjylland,17
2-3909141361.JPG,56.260772,10.343845,continental,Midtjylland,17
3-3909141361.JPG,56.260772,10.343845,continental,Midtjylland,17
0-3913251486.JPG,55.753517,12.529092,continental,Hovedstaden,209
1-3913251486.JPG,55.753517,12.529092,continental,Hovedstaden,209
2-3913251486.JPG,55.753517,12.529092,continental,Hovedstaden,209
3-3913251486.JPG,55.753517,12.529092,continental,Hovedstaden,209
0-3916264400.JPG,55.682674,8.312546,atlantic,Syddanmark,0
1-3916264400.JPG,55.682674,8.312546,atlantic,Syddanmark,0
2-3916264400.JPG,55.682674,8.312546,atlantic,Syddanmark,0
0-3944337747.JPG,55.612693,10.596666,continental,Syddanmark,0
0-3964846601.JPG,55.040544,10.565022,continental,Syddanmark,0
1-3964846601.JPG,55.040544,10.565022,continental,Syddanmark,0
2-3964846601.JPG,55.040544,10.565022,continental,Syddanmark,0
3-3964846601.JPG,55.040544,10.565022,continental,Syddanmark,0
0-3909139621.JPG,56.281405,10.767041,continental,Midtjylland,0
0-3964846359.JPG,55.037423,14.990484,continental,Hovedstaden,121
0-3962113319.JPG,55.543634,12.108507,continental,Sjælland,11
1-3962113319.JPG,55.543634,12.108507,continental,Sjælland,11
2-3962113319.JPG,55.543634,12.108507,continental,Sjælland,11
3-3962113319.JPG,55.543634,12.108507,continental,Sjælland,11
0-3948715564.JPG,56.200766,10.526713,continental,Midtjylland,5
1-3948715564.JPG,56.200766,10.526713,continental,Midtjylland,5
2-3948715564.JPG,56.200766,10.526713,continental,Midtjylland,5
0-3962118525.JPG,55.391238,9.358919,continental,Syddanmark,0
1-3962118525.JPG,55.391238,9.358919,continental,Syddanmark,0
2-3962118525.JPG,55.391238,9.358919,continental,Syddanmark,0
3-3962118525.JPG,55.391238,9.358919,continental,Syddanmark,0
4-3962118525.JPG,55.391238,9.358919,continental,Syddanmark,0
5-3962118525.JPG,55.391238,9.358919,continental,Syddanmark,0
0-3916263544.JPG,55.254147,9.474253,continental,Syddanmark,0
1-3916263544.JPG,55.254147,9.474253,continental,Syddanmark,0
0-3962115404.JPG,55.945481,11.858228,continental,Hovedstaden,0
1-3962115404.JPG,55.945481,11.858228,continental,Hovedstaden,0
2-3962115404.JPG,55.945481,11.858228,continental,Hovedstaden,0
3-3962115404.JPG,55.945481,11.858228,continental,Hovedstaden,0
0-3964846475.JPG,55.833536,12.06872,continental,Hovedstaden,43
0-3964841607.JPG,55.41899,9.566299,continental,Syddanmark,0
0-3819300320.JPG,54.714703,11.593617,continental,Sjælland,208
1-3819300320.JPG,54.714703,11.593617,continental,Sjælland,208
0-3828295333.JPG,54.676433,11.706933,continental,Sjælland,239
1-3828295333.JPG,54.676433,11.706933,continental,Sjælland,239
0-3891494309.JPG,56.135005,9.14677,atlantic,Midtjylland,0
1-3891494309.JPG,56.135005,9.14677,atlantic,Midtjylland,0
2-3891494309.JPG,56.135005,9.14677,atlantic,Midtjylland,0
0-3899709429.JPG,55.996536,11.924536,continental,Hovedstaden,4
0-3916269303.JPG,55.424533,12.221501,continental,Sjælland,90
1-3916269303.JPG,55.424533,12.221501,continental,Sjælland,90
2-3916269303.JPG,55.424533,12.221501,continental,Sjælland,90
0-3916266495.JPG,55.001097,15.065775,continental,Hovedstaden,115
0-3916262764.JPG,55.485298,9.469127,continental,Syddanmark,0
0-3948713520.JPG,55.263953,14.763163,continental,Hovedstaden,158
1-3948713520.JPG,55.263953,14.763163,continental,Hovedstaden,158
2-3948713520.JPG,55.263953,14.763163,continental,Hovedstaden,158
4-3948713520.JPG,55.263953,14.763163,continental,Hovedstaden,158
5-3948713520.JPG,55.263953,14.763163,continental,Hovedstaden,158
0-3909143361.JPG,56.814857,9.841758,continental,Nordjylland,58
2-3909143361.JPG,56.814857,9.841758,continental,Nordjylland,58
0-3922627940.JPG,55.386002,9.618727,continental,Syddanmark,0
1-3922627940.JPG,55.386002,9.618727,continental,Syddanmark,0
0-3948716791.JPG,55.396395,11.401876,continental,Sjælland,0
0-4100096010.JPG,55.853538,12.362755,continental,Hovedstaden,139
1-4100096010.JPG,55.853538,12.362755,continental,Hovedstaden,139
0-3922624411.JPG,54.846295,9.328742,continental,Syddanmark,361
0-3925717504.JPG,55.421997,11.602253,continental,Sjælland,0
0-3944342613.JPG,55.394592,11.593699,continental,Sjælland,0
1-3944342613.JPG,55.394592,11.593699,continental,Sjælland,0
0-4100095588.JPG,55.846225,12.34533,continental,Hovedstaden,131
0-3948713781.JPG,56.256483,10.727167,continental,Midtjylland,0
0-3948716789.JPG,56.100442,10.235972,continental,Midtjylland,46
1-3948716789.JPG,56.100442,10.235972,continental,Midtjylland,46
2-3948716789.JPG,56.100442,10.235972,continental,Midtjylland,46
0-3962116707.JPG,56.811616,9.890202,continental,Nordjylland,61
1-3962116707.JPG,56.811616,9.890202,continental,Nordjylland,61
2-3962116707.JPG,56.811616,9.890202,continental,Nordjylland,61
0-3964842559.JPG,56.003116,12.285769,continental,Hovedstaden,13
0-3424498370.JPG,56.022948,12.009276,continental,Hovedstaden,22
1-3424498370.JPG,56.022948,12.009276,continental,Hovedstaden,22
0-3424498390.JPG,54.707547,11.717092,continental,Sjælland,354
1-3424498390.JPG,54.707547,11.717092,continental,Sjælland,354
2-3424498390.JPG,54.707547,11.717092,continental,Sjælland,354
0-3441349310.JPG,55.447787,12.102173,continental,Sjælland,113
1-3441349310.JPG,55.447787,12.102173,continental,Sjælland,113
0-3441349336.JPG,56.133578,10.201497,continental,Midtjylland,41
1-3441349336.JPG,56.133578,10.201497,continental,Midtjylland,41
0-3916262468.JPG,56.831678,9.496052,continental,Nordjylland,21
0-3916262625.JPG,55.775733,12.436213,continental,Hovedstaden,192
1-3916262625.JPG,55.775733,12.436213,continental,Hovedstaden,192
0-4100095529.JPG,56.283078,8.171322,atlantic,Midtjylland,0
1-4100095529.JPG,56.283078,8.171322,atlantic,Midtjylland,0
0-3970592392.JPG,55.540385,11.436885,continental,Sjælland,0
1-3970592392.JPG,55.540385,11.436885,continental,Sjælland,0
0-3970587396.JPG,56.822313,9.87604,continental,Nordjylland,40
1-3970587396.JPG,56.822313,9.87604,continental,Nordjylland,40
1-3948716597.JPG,56.420654,10.489138,continental,Midtjylland,0
0-3964843439.JPG,55.430778,12.107451,continental,Sjælland,79
0-3925713301.JPG,55.800663,12.320968,continental,Hovedstaden,80
0-3916268498.JPG,56.070975,9.208772,atlantic,Midtjylland,0
0-3922622826.JPG,55.448368,12.114513,continental,Sjælland,112
1-3922622826.JPG,55.448368,12.114513,continental,Sjælland,112
0-3925713594.JPG,55.394057,11.59475,continental,Sjælland,0
2-3925713594.JPG,55.394057,11.59475,continental,Sjælland,0
0-3925718781.JPG,56.27878,8.456347,atlantic,Midtjylland,0
0-3944340821.JPG,55.130556,14.897755,continental,Hovedstaden,91
1-3944340821.JPG,55.130556,14.897755,continental,Hovedstaden,91
0-3962113396.JPG,55.39646,11.402048,continental,Sjælland,0
1-3962113396.JPG,55.39646,11.402048,continental,Sjælland,0
0-3968584484.JPG,55.027924,10.510651,continental,Syddanmark,0
0-3922623513.JPG,55.032758,9.374373,continental,Syddanmark,0
1-3922623513.JPG,55.032758,9.374373,continental,Syddanmark,0
0-3944344602.JPG,55.615412,13.735945,continental,Skåne,311
1-3944344602.JPG,55.615412,13.735945,continental,Skåne,311
0-3948713602.JPG,55.089117,10.541596,continental,Syddanmark,0
1-3948713602.JPG,55.089117,10.541596,continental,Syddanmark,0
0-3964843489.JPG,56.132655,9.655322,continental,Midtjylland,0
0-3968580462.JPG,55.98734,12.300113,continental,Hovedstaden,100
1-3968580462.JPG,55.98734,12.300113,continental,Hovedstaden,100
0-3424509366.JPG,56.464227,8.446282,atlantic,Midtjylland,0
1-3424509366.JPG,56.464227,8.446282,atlantic,Midtjylland,0
2-3424509366.JPG,56.464227,8.446282,atlantic,Midtjylland,0
3-3424509366.JPG,56.464227,8.446282,atlantic,Midtjylland,0
0-3460222346.JPG,56.126198,10.203681,continental,Midtjylland,37
2-3460222346.JPG,56.126198,10.203681,continental,Midtjylland,37
3-3460222346.JPG,56.126198,10.203681,continental,Midtjylland,37
0-3909139550.JPG,56.116536,9.547453,continental,Midtjylland,0
1-3909139550.JPG,56.116536,9.547453,continental,Midtjylland,0
0-3916263382.JPG,55.825447,12.55225,continental,Hovedstaden,79
1-3916263382.JPG,55.825447,12.55225,continental,Hovedstaden,79
2-3916263382.JPG,55.825447,12.55225,continental,Hovedstaden,79
0-3922622389.JPG,55.046233,10.571074,continental,Syddanmark,0
1-3922622389.JPG,55.046233,10.571074,continental,Syddanmark,0
0-3922622410.JPG,55.603081,11.880175,continental,Sjælland,11
0-3925718698.JPG,54.740042,11.575459,continental,Sjælland,320
1-3925718698.JPG,54.740042,11.575459,continental,Sjælland,320
0-3925718825.JPG,55.016336,9.400907,continental,Syddanmark,0
0-3944339656.JPG,55.089784,15.002941,continental,Hovedstaden,90
0-3944340698.JPG,56.232855,10.165187,continental,Midtjylland,42
1-3944340698.JPG,56.232855,10.165187,continental,Midtjylland,42
0-3944337889.JPG,56.797581,9.893231,continental,Nordjylland,59
1-3944337889.JPG,56.797581,9.893231,continental,Nordjylland,59
2-3944337889.JPG,56.797581,9.893231,continental,Nordjylland,59
0-3948712648.JPG,55.939208,10.136622,continental,Midtjylland,9
1-3948712648.JPG,55.939208,10.136622,continental,Midtjylland,9
0-3964846445.JPG,55.040882,10.549707,continental,Syddanmark,0
1-3964846445.JPG,55.040882,10.549707,continental,Syddanmark,0
0-4100088988.JPG,55.939587,10.139422,continental,Midtjylland,10
0-3429073373.JPG,55.749675,12.572419,continental,Hovedstaden,198
0-3463103334.JPG,54.642997,11.956913,continental,Sjælland,289
1-3463103334.JPG,54.642997,11.956913,continental,Sjælland,289
0-3925714757.JPG,54.737055,11.584722,continental,Sjælland,336
1-3925714757.JPG,54.737055,11.584722,continental,Sjælland,336
2-3925714757.JPG,54.737055,11.584722,continental,Sjælland,336
0-3944337623.JPG,56.286638,8.434045,atlantic,Midtjylland,0
1-3944337623.JPG,56.286638,8.434045,atlantic,Midtjylland,0
0-3944338857.JPG,55.133763,10.286788,continental,Syddanmark,0
1-3944338857.JPG,55.133763,10.286788,continental,Syddanmark,0
0-3948711400.JPG,55.827733,12.46656,continental,Hovedstaden,106
0-3948712490.JPG,55.396391,11.401793,continental,Sjælland,0
1-3948712490.JPG,55.396391,11.401793,continental,Sjælland,0
2-3948712490.JPG,55.396391,11.401793,continental,Sjælland,0
0-3962118554.JPG,55.062309,10.57558,continental,Syddanmark,0
1-3962118554.JPG,55.062309,10.57558,continental,Syddanmark,0
0-4100094784.JPG,55.768027,12.409082,continental,Hovedstaden,175
1-3441340339.JPG,55.042336,10.554032,continental,Syddanmark,0
0-3909141615.JPG,56.282877,10.496737,continental,Midtjylland,8
0-3913250536.JPG,56.833634,9.907343,continental,Nordjylland,57
1-3913250536.JPG,56.833634,9.907343,continental,Nordjylland,57
2-3913250536.JPG,56.833634,9.907343,continental,Nordjylland,57
0-3916263447.JPG,55.999995,12.295572,continental,Hovedstaden,13
1-3916263447.JPG,55.999995,12.295572,continental,Hovedstaden,13
2-3916263447.JPG,55.999995,12.295572,continental,Hovedstaden,13
0-3922622874.JPG,56.097465,9.355665,atlantic,Midtjylland,0
0-3925712811.JPG,56.520725,9.206247,continental,Midtjylland,0
1-3925712811.JPG,56.520725,9.206247,continental,Midtjylland,0
0-3944340676.JPG,55.431473,12.198979,continental,Sjælland,29
1-3944340676.JPG,55.431473,12.198979,continental,Sjælland,29
0-3944340787.JPG,55.467616,12.144468,continental,Sjælland,8
0-3944338864.JPG,55.919503,12.336138,continental,Hovedstaden,134
1-3944338864.JPG,55.919503,12.336138,continental,Hovedstaden,134
2-3944338864.JPG,55.919503,12.336138,continental,Hovedstaden,134
0-3944337967.JPG,56.210938,8.442125,atlantic,Midtjylland,0
0-3962113513.JPG,55.114765,14.895205,continental,Hovedstaden,84
1-3962113513.JPG,55.114765,14.895205,continental,Hovedstaden,84
0-3962118628.JPG,54.770036,11.707164,continental,Sjælland,291
1-3962118628.JPG,54.770036,11.707164,continental,Sjælland,291
2-3962118628.JPG,54.770036,11.707164,continental,Sjælland,291
0-3964841540.JPG,56.40872,10.401742,continental,Midtjylland,0
1-3964841540.JPG,56.40872,10.401742,continental,Midtjylland,0
0-3964847679.JPG,55.816772,12.309662,continental,Hovedstaden,137
1-4100092945.JPG,55.770117,12.403421,continental,Hovedstaden,153
0-3916263393.JPG,56.069703,9.223403,atlantic,Midtjylland,0
1-3916263393.JPG,56.069703,9.223403,atlantic,Midtjylland,0
0-3925712356.JPG,56.058872,9.223269,atlantic,Midtjylland,0
1-3925712356.JPG,56.058872,9.223269,atlantic,Midtjylland,0
0-3944338807.JPG,55.683428,12.359929,continental,Hovedstaden,55
1-3944339920.JPG,55.041042,10.55358,continental,Syddanmark,0
0-3962117653.JPG,56.276341,10.672512,continental,Midtjylland,0
1-3962117653.JPG,56.276341,10.672512,continental,Midtjylland,0
1-3962115713.JPG,55.6724,11.844542,continental,Sjælland,6
2-3962115713.JPG,55.6724,11.844542,continental,Sjælland,6
3-3962115713.JPG,55.6724,11.844542,continental,Sjælland,6
0-3964841562.JPG,55.062961,10.568653,continental,Syddanmark,0
1-3964841562.JPG,55.062961,10.568653,continental,Syddanmark,0
0-3970594434.JPG,55.04118,10.553204,continental,Syddanmark,0
1-3970594434.JPG,55.04118,10.553204,continental,Syddanmark,0
2-3970594434.JPG,55.04118,10.553204,continental,Syddanmark,0
0-3916267513.JPG,55.732571,11.882378,continental,Sjælland,11
0-3922624612.JPG,54.826193,11.94331,continental,Sjælland,413
0-3922627591.JPG,55.808333,12.519487,continental,Hovedstaden,170
2-3922627591.JPG,55.808333,12.519487,continental,Hovedstaden,170
0-3925716365.JPG,56.175767,9.483555,continental,Midtjylland,0
1-3925716365.JPG,56.175767,9.483555,continental,Midtjylland,0
0-3944342683.JPG,56.088142,9.356586,atlantic,Midtjylland,0
0-3948716590.JPG,56.793902,9.815956,continental,Nordjylland,57
1-3948716590.JPG,56.793902,9.815956,continental,Nordjylland,57
0-3948710672.JPG,56.847661,9.858105,continental,Nordjylland,19
1-3948710672.JPG,56.847661,9.858105,continental,Nordjylland,19
0-3948714727.JPG,54.701337,11.533605,continental,Sjælland,279
1-3948714727.JPG,54.701337,11.533605,continental,Sjælland,279
0-3962111643.JPG,55.80562,12.320842,continental,Hovedstaden,79
1-3962111643.JPG,55.80562,12.320842,continental,Hovedstaden,79
1-4100089980.JPG,55.050357,10.568263,continental,Syddanmark,0
